Case    |No      |Node    |    F_X(t)  |    F_Y(t)  |    F_Z(t)  |    M_X(t.m)|    M_Y(t.m)|    M_Z(t.m)
    235.|      2.|    122.|       25.43|       23.22|        1.65|        0.00|        0.00|        0.00
    235.|      3.|    122.|       25.43|       23.22|        1.65|        0.00|        0.00|        0.00
    235.|      4.|    122.|       25.43|       23.22|        1.65|        0.00|        0.00|        0.00
    235.|      5.|    122.|       25.43|       23.22|        1.65|        0.00|        0.00|        0.00
    235.|      6.|    122.|       25.43|       23.22|        1.65|        0.00|        0.00|        0.00
    236.|      1.|    249.|       32.84|      -65.59|        1.16|        0.00|        0.00|        0.00
    236.|      2.|    122.|       26.14|       24.29|        1.65|        0.00|        0.00|        0.00
    236.|      3.|    122.|       26.14|       24.29|        1.65|        0.00|        0.00|        0.00
    236.|      4.|    122.|       26.14|       24.29|        1.65|        0.00|        0.00|        0.00
    236.|      5.|    122.|       26.14|       24.29|        1.65|        0.00|        0.00|        0.00
    236.|      6.|    122.|       26.14|       24.29|        1.65|        0.00|        0.00|        0.00
    237.|      1.|    249.|       32.85|      -65.61|        1.16|        0.00|        0.00|        0.00
    237.|      2.|    122.|       26.85|       25.35|        1.65|        0.00|        0.00|        0.00
    237.|      3.|    122.|       26.85|       25.35|        1.65|        0.00|        0.00|        0.00
    237.|      4.|    122.|       26.85|       25.35|        1.65|        0.00|        0.00|        0.00
    237.|      5.|    122.|       26.85|       25.35|        1.65|        0.00|        0.00|        0.00
    237.|      6.|    122.|       26.85|       25.35|        1.65|        0.00|        0.00|        0.00
    238.|      1.|    249.|       32.85|      -65.61|        1.16|        0.00|        0.00|        0.00
    238.|      2.|    122.|       27.54|       26.40|        1.65|        0.00|        0.00|        0.00
    238.|      3.|    122.|       27.54|       26.40|        1.65|        0.00|        0.00|        0.00
    238.|      4.|    122.|       27.54|       26.40|        1.65|        0.00|        0.00|        0.00
    238.|      5.|    122.|       27.54|       26.40|        1.65|        0.00|        0.00|        0.00
    238.|      6.|    122.|       27.54|       26.40|        1.65|        0.00|        0.00|        0.00
    239.|      1.|    249.|       32.84|      -65.60|        1.16|        0.00|        0.00|        0.00
    239.|      2.|    122.|       28.22|       27.44|        1.65|        0.00|        0.00|        0.00
    239.|      3.|    122.|       28.22|       27.44|        1.65|        0.00|        0.00|        0.00
    239.|      4.|    122.|       28.22|       27.44|        1.65|        0.00|        0.00|        0.00
    239.|      5.|    122.|       28.22|       27.44|        1.65|        0.00|        0.00|        0.00
    239.|      6.|    122.|       28.22|       27.44|        1.65|        0.00|        0.00|        0.00
    240.|      1.|    249.|       32.82|      -65.56|        1.16|        0.00|        0.00|        0.00
    240.|      2.|    122.|       28.90|       28.48|        1.65|        0.00|        0.00|        0.00
    240.|      3.|    122.|       28.90|       28.48|        1.65|        0.00|        0.00|        0.00
    240.|      4.|    122.|       28.90|       28.48|        1.65|        0.00|        0.00|        0.00
    240.|      5.|    122.|       28.90|       28.48|        1.65|        0.00|        0.00|        0.00
    240.|      6.|    122.|       28.90|       28.48|        1.65|        0.00|        0.00|        0.00
    241.|      1.|    249.|       32.78|      -65.51|        1.16|        0.00|        0.00|        0.00
    241.|      2.|    122.|       29.57|       29.51|        1.65|        0.00|        0.00|        0.00
    241.|      3.|    122.|       29.57|       29.51|        1.65|        0.00|        0.00|        0.00
    241.|      4.|    122.|       29.57|       29.51|        1.65|        0.00|        0.00|        0.00
    241.|      5.|    122.|       29.57|       29.51|        1.65|        0.00|        0.00|        0.00
    241.|      6.|    122.|       29.57|       29.51|        1.65|        0.00|        0.00|        0.00
    242.|      1.|    249.|       32.74|      -65.43|        1.16|        0.00|        0.00|        0.00
    242.|      2.|    122.|       30.23|       30.53|        1.65|        0.00|        0.00|        0.00
    242.|      3.|    122.|       30.23|       30.53|        1.65|        0.00|        0.00|        0.00
    242.|      4.|    122.|       30.23|       30.53|        1.65|        0.00|        0.00|        0.00
    242.|      5.|    122.|       30.23|       30.53|        1.65|        0.00|        0.00|        0.00
    242.|      6.|    122.|       30.23|       30.53|        1.65|        0.00|        0.00|        0.00
    243.|      1.|    249.|       32.69|      -65.34|        1.16|        0.00|        0.00|        0.00
    243.|      2.|    122.|       30.88|       31.54|        1.65|        0.00|        0.00|        0.00
    243.|      3.|    122.|       30.88|       31.54|        1.65|        0.00|        0.00|        0.00
    243.|      4.|    122.|       30.88|       31.54|        1.65|        0.00|        0.00|        0.00
    243.|      5.|    122.|       30.88|       31.54|        1.65|        0.00|        0.00|        0.00
    243.|      6.|    122.|       30.88|       31.54|        1.65|        0.00|        0.00|        0.00
    244.|      1.|    249.|       32.63|      -65.22|        1.16|        0.00|        0.00|        0.00
    244.|      2.|    122.|       31.52|       32.53|        1.65|        0.00|        0.00|        0.00
    244.|      3.|    122.|       31.52|       32.53|        1.65|        0.00|        0.00|        0.00
    244.|      4.|    122.|       31.52|       32.53|        1.65|        0.00|        0.00|        0.00
    244.|      5.|    122.|       31.52|       32.53|        1.65|        0.00|        0.00|        0.00
    244.|      6.|    122.|       31.52|       32.53|        1.65|        0.00|        0.00|        0.00
    245.|      1.|    249.|       32.57|      -65.09|        1.16|        0.00|        0.00|        0.00
    245.|      2.|    122.|       32.15|       33.52|        1.65|        0.00|        0.00|        0.00
    245.|      3.|    122.|       32.15|       33.52|        1.65|        0.00|        0.00|        0.00
    245.|      4.|    122.|       32.15|       33.52|        1.65|        0.00|        0.00|        0.00
    245.|      5.|    122.|       32.15|       33.52|        1.65|        0.00|        0.00|        0.00
    245.|      6.|    122.|       32.15|       33.52|        1.65|        0.00|        0.00|        0.00
    246.|      1.|    249.|       32.49|      -64.93|        1.16|        0.00|        0.00|        0.00
    246.|      2.|    122.|       32.77|       34.50|        1.65|        0.00|        0.00|        0.00
    246.|      3.|    122.|       32.77|       34.50|        1.65|        0.00|        0.00|        0.00
    246.|      4.|    122.|       32.77|       34.50|        1.65|        0.00|        0.00|        0.00
    246.|      5.|    122.|       32.77|       34.50|        1.65|        0.00|        0.00|        0.00
    246.|      6.|    122.|       32.77|       34.50|        1.65|        0.00|        0.00|        0.00
    247.|      1.|    249.|       32.40|      -64.76|        1.16|        0.00|        0.00|        0.00
    247.|      2.|    122.|       33.38|       35.47|        1.65|        0.00|        0.00|        0.00
    247.|      3.|    122.|       33.38|       35.47|        1.65|        0.00|        0.00|        0.00
    247.|      4.|    122.|       33.38|       35.47|        1.65|        0.00|        0.00|        0.00
    247.|      5.|    122.|       33.38|       35.47|        1.65|        0.00|        0.00|        0.00
    247.|      6.|    122.|       33.38|       35.47|        1.65|        0.00|        0.00|        0.00
    248.|      1.|    249.|       32.30|      -64.56|        1.16|        0.00|        0.00|        0.00
    248.|      2.|    122.|       33.98|       36.43|        1.65|        0.00|        0.00|        0.00
    248.|      3.|    122.|       33.98|       36.43|        1.65|        0.00|        0.00|        0.00
    248.|      4.|    122.|       33.98|       36.43|        1.65|        0.00|        0.00|        0.00
    248.|      5.|    122.|       33.98|       36.43|        1.65|        0.00|        0.00|        0.00
    248.|      6.|    122.|       33.98|       36.43|        1.65|        0.00|        0.00|        0.00
    249.|      1.|    249.|       32.19|      -64.35|        1.16|        0.00|        0.00|        0.00
    249.|      2.|    122.|       34.57|       37.38|        1.65|        0.00|        0.00|        0.00
    249.|      3.|    122.|       34.57|       37.38|        1.65|        0.00|        0.00|        0.00
    249.|      4.|    122.|       34.57|       37.38|        1.65|        0.00|        0.00|        0.00
    249.|      5.|    122.|       34.57|       37.38|        1.65|        0.00|        0.00|        0.00
    249.|      6.|    122.|       34.57|       37.38|        1.65|        0.00|        0.00|        0.00
    250.|      1.|    249.|       32.07|      -64.11|        1.16|        0.00|        0.00|        0.00
    250.|      2.|    122.|       35.15|       38.31|        1.65|        0.00|        0.00|        0.00
    250.|      3.|    122.|       35.15|       38.31|        1.65|        0.00|        0.00|        0.00
    250.|      4.|    122.|       35.15|       38.31|        1.65|        0.00|        0.00|        0.00
    250.|      5.|    122.|       35.15|       38.31|        1.65|        0.00|        0.00|        0.00
    250.|      6.|    122.|       35.15|       38.31|        1.65|        0.00|        0.00|        0.00
    251.|      1.|    249.|       31.94|      -63.86|        1.16|        0.00|        0.00|        0.00
    251.|      2.|    122.|       35.72|       39.24|        1.65|        0.00|        0.00|        0.00
    251.|      3.|    122.|       35.72|       39.24|        1.65|        0.00|        0.00|        0.00
    251.|      4.|    122.|       35.72|       39.24|        1.65|        0.00|        0.00|        0.00
    251.|      5.|    122.|       35.72|       39.24|        1.65|        0.00|        0.00|        0.00
    251.|      6.|    122.|       35.72|       39.24|        1.65|        0.00|        0.00|        0.00
    252.|      1.|    249.|       31.80|      -63.59|        1.16|        0.00|        0.00|        0.00
    252.|      2.|    122.|       36.28|       40.15|        1.65|        0.00|        0.00|        0.00
    252.|      3.|    122.|       36.28|       40.15|        1.65|        0.00|        0.00|        0.00
    252.|      4.|    122.|       36.28|       40.15|        1.65|        0.00|        0.00|        0.00
    252.|      5.|    122.|       36.28|       40.15|        1.65|        0.00|        0.00|        0.00
